"Firms","Date","Analyst_Company","Opinions","Price"
"10664","Global Payments Inc.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10665","Global Payments Inc.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10666","Global Payments Inc.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10667","Global Payments Inc.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10668","Global Payments Inc.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10669","Global Payments Inc.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10670","Global Payments Inc.","06/01/23","UBS","Maintained Hold","$95"
"10671","Global Payments Inc.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10672","Global Payments Inc.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10673","Global Payments Inc.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10674","Global Payments Inc.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10675","Global Payments Inc.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10676","Global Payments Inc.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10677","Global Payments Inc.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10678","Global Payments Inc.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10679","Global Payments Inc.","01/26/23","Mizuho","Maintained Hold","$120"
"10680","Global Payments Inc.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10681","Global Payments Inc.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10682","Global Payments Inc.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10683","Global Payments Inc.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10684","Global Payments Inc.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10685","Global Payments Inc.","10/26/22","Mizuho","Maintained Hold","$130"
"10686","Global Payments Inc.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10687","Global Payments Inc.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10688","Global Payments Inc.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10689","Global Payments Inc.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10690","Global Payments Inc.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10691","Global Payments Inc.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10692","Global Payments Inc.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10693","Global Payments Inc.","09/09/22","UBS","Upgraded to Hold","$126"
"10694","Global Payments Inc.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10695","Global Payments Inc.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10696","Global Payments Inc.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10697","Global Payments Inc.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10698","Global Payments Inc.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10699","Global Payments Inc.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10700","Global Payments Inc.","07/27/22","Mizuho","Maintained Hold","$140"
"10701","Globe Life Inc","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10702","Globe Life Inc","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10703","Globe Life Inc","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10704","Globe Life Inc","10/25/23","Barclays Capital","Maintained Sell","$98"
"10705","Globe Life Inc","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10706","Globe Life Inc","09/15/23","HSBC","Maintained Sell","$109"
"10707","Globe Life Inc","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10708","Globe Life Inc","08/29/23","Mizuho","Maintained Hold","$120"
"10709","Globe Life Inc","08/29/23","Wolfe Research","Upgraded to Hold",""
"10710","Globe Life Inc","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10711","Globe Life Inc","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10712","Globe Life Inc","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10713","Globe Life Inc","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10714","Globe Life Inc","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10715","Globe Life Inc","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10716","Globe Life Inc","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10717","Globe Life Inc","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10718","Globe Life Inc","07/10/23","Barclays Capital","Maintained Sell","$93"
"10719","Globe Life Inc","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10720","Globe Life Inc","06/01/23","UBS","Maintained Hold","$95"
"10721","Globe Life Inc","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10722","Globe Life Inc","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10723","Globe Life Inc","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10724","Globe Life Inc","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10725","Globe Life Inc","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10726","Globe Life Inc","04/06/23","Barclays Capital","Maintained Sell","$103"
"10727","Globe Life Inc","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10728","Globe Life Inc","03/22/23","Barclays Capital","Maintained Sell","$105"
"10729","Globe Life Inc","01/26/23","Mizuho","Maintained Hold","$120"
"10730","Globe Life Inc","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10731","Globe Life Inc","01/25/23","Barclays Capital","Maintained Sell","$122"
"10732","Globe Life Inc","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10733","Globe Life Inc","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10734","Globe Life Inc","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10735","Globe Life Inc","10/26/22","Mizuho","Maintained Hold","$130"
"10736","Globe Life Inc","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10737","Globe Life Inc","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10738","Globe Life Inc","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10739","Globe Life Inc","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10740","Globe Life Inc","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10741","Globe Life Inc","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10742","Globe Life Inc","10/03/22","Barclays Capital","Maintained Sell","$130"
"10743","Globe Life Inc","09/09/22","UBS","Upgraded to Hold","$126"
"10744","Globe Life Inc","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10745","Globe Life Inc","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10746","Globe Life Inc","07/27/22","Credit Suisse","Maintained Hold","$160"
"10747","Globe Life Inc","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10748","Globe Life Inc","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10749","Globe Life Inc","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10750","Globe Life Inc","07/27/22","Mizuho","Maintained Hold","$140"
"10751","Goldman Sachs","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10752","Goldman Sachs","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10753","Goldman Sachs","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10754","Goldman Sachs","10/25/23","Barclays Capital","Maintained Sell","$98"
"10755","Goldman Sachs","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10756","Goldman Sachs","09/15/23","HSBC","Maintained Sell","$109"
"10757","Goldman Sachs","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10758","Goldman Sachs","08/29/23","Mizuho","Maintained Hold","$120"
"10759","Goldman Sachs","08/29/23","Wolfe Research","Upgraded to Hold",""
"10760","Goldman Sachs","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10761","Goldman Sachs","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10762","Goldman Sachs","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10763","Goldman Sachs","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10764","Goldman Sachs","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10765","Goldman Sachs","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10766","Goldman Sachs","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10767","Goldman Sachs","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10768","Goldman Sachs","07/10/23","Barclays Capital","Maintained Sell","$93"
"10769","Goldman Sachs","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10770","Goldman Sachs","06/01/23","UBS","Maintained Hold","$95"
"10771","Goldman Sachs","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10772","Goldman Sachs","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10773","Goldman Sachs","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10774","Goldman Sachs","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10775","Goldman Sachs","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10776","Goldman Sachs","04/06/23","Barclays Capital","Maintained Sell","$103"
"10777","Goldman Sachs","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10778","Goldman Sachs","03/22/23","Barclays Capital","Maintained Sell","$105"
"10779","Goldman Sachs","01/26/23","Mizuho","Maintained Hold","$120"
"10780","Goldman Sachs","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10781","Goldman Sachs","01/25/23","Barclays Capital","Maintained Sell","$122"
"10782","Goldman Sachs","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10783","Goldman Sachs","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10784","Goldman Sachs","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10785","Goldman Sachs","10/26/22","Mizuho","Maintained Hold","$130"
"10786","Goldman Sachs","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10787","Goldman Sachs","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10788","Goldman Sachs","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10789","Goldman Sachs","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10790","Goldman Sachs","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10791","Goldman Sachs","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10792","Goldman Sachs","10/03/22","Barclays Capital","Maintained Sell","$130"
"10793","Goldman Sachs","09/09/22","UBS","Upgraded to Hold","$126"
"10794","Goldman Sachs","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10795","Goldman Sachs","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10796","Goldman Sachs","07/27/22","Credit Suisse","Maintained Hold","$160"
"10797","Goldman Sachs","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10798","Goldman Sachs","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10799","Goldman Sachs","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10800","Goldman Sachs","07/27/22","Mizuho","Maintained Hold","$140"
"10801","Grainger Inc., W.W.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10802","Grainger Inc., W.W.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10803","Grainger Inc., W.W.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10804","Grainger Inc., W.W.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10805","Grainger Inc., W.W.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10806","Grainger Inc., W.W.","09/15/23","HSBC","Maintained Sell","$109"
"10807","Grainger Inc., W.W.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10808","Grainger Inc., W.W.","08/29/23","Mizuho","Maintained Hold","$120"
"10809","Grainger Inc., W.W.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10810","Grainger Inc., W.W.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10811","Grainger Inc., W.W.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10812","Grainger Inc., W.W.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10813","Grainger Inc., W.W.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10814","Grainger Inc., W.W.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10815","Grainger Inc., W.W.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10816","Grainger Inc., W.W.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10817","Grainger Inc., W.W.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10818","Grainger Inc., W.W.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10819","Grainger Inc., W.W.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10820","Grainger Inc., W.W.","06/01/23","UBS","Maintained Hold","$95"
"10821","Grainger Inc., W.W.","05/22/23","RBC Capital Markets","Maintained Sell","$95"
"10822","Grainger Inc., W.W.","04/26/23","RBC Capital Markets","Maintained Sell","$95"
"10823","Grainger Inc., W.W.","04/26/23","Morgan Stanley","Maintained Sell","$102"
"10824","Grainger Inc., W.W.","04/19/23","Morgan Stanley","Maintained Sell","$103"
"10825","Grainger Inc., W.W.","04/13/23","Wells Fargo & Co","Maintained Hold","$110"
"10826","Grainger Inc., W.W.","04/06/23","Barclays Capital","Maintained Sell","$103"
"10827","Grainger Inc., W.W.","03/30/23","RBC Capital Markets","Maintained Hold","$148"
"10828","Grainger Inc., W.W.","03/22/23","Barclays Capital","Maintained Sell","$105"
"10829","Grainger Inc., W.W.","01/26/23","Mizuho","Maintained Hold","$120"
"10830","Grainger Inc., W.W.","01/25/23","Wells Fargo & Co","Maintained Hold","$115"
"10831","Grainger Inc., W.W.","01/25/23","Barclays Capital","Maintained Sell","$122"
"10832","Grainger Inc., W.W.","01/19/23","Wells Fargo & Co","Maintained Hold","$125"
"10833","Grainger Inc., W.W.","01/05/23","Wells Fargo & Co","Maintained Hold","$123"
"10834","Grainger Inc., W.W.","12/09/22","Citigroup Corp.","Maintained Hold","$126"
"10835","Grainger Inc., W.W.","10/26/22","Mizuho","Maintained Hold","$130"
"10836","Grainger Inc., W.W.","10/26/22","Morgan Stanley","Maintained Sell","$110"
"10837","Grainger Inc., W.W.","10/26/22","RBC Capital Markets","Maintained Sell","$113"
"10838","Grainger Inc., W.W.","10/26/22","Wells Fargo & Co","Maintained Hold","$122"
"10839","Grainger Inc., W.W.","10/13/22","Deutsche Bank","Maintained Hold","$126"
"10840","Grainger Inc., W.W.","10/12/22","Morgan Stanley","Maintained Sell","$108"
"10841","Grainger Inc., W.W.","10/11/22","Goldman Sachs","Maintained Hold","$129"
"10842","Grainger Inc., W.W.","10/03/22","Barclays Capital","Maintained Sell","$130"
"10843","Grainger Inc., W.W.","09/09/22","UBS","Upgraded to Hold","$126"
"10844","Grainger Inc., W.W.","09/09/22","Deutsche Bank","Maintained Hold","$127"
"10845","Grainger Inc., W.W.","09/08/22","Wells Fargo & Co","Maintained Hold","$125"
"10846","Grainger Inc., W.W.","07/27/22","Credit Suisse","Maintained Hold","$160"
"10847","Grainger Inc., W.W.","07/27/22","Deutsche Bank","Maintained Hold","$148"
"10848","Grainger Inc., W.W.","07/27/22","Morgan Stanley","Maintained Sell","$131"
"10849","Grainger Inc., W.W.","07/27/22","Wells Fargo & Co","Maintained Hold","$144"
"10850","Grainger Inc., W.W.","07/27/22","Mizuho","Maintained Hold","$140"
"10851","Halliburton Co.","10/25/23","J.P. Morgan","Maintained Hold","$105"
"10852","Halliburton Co.","10/25/23","RBC Capital Markets","Maintained Sell","$83"
"10853","Halliburton Co.","10/25/23","Citigroup Corp.","Maintained Hold","$97"
"10854","Halliburton Co.","10/25/23","Barclays Capital","Maintained Sell","$98"
"10855","Halliburton Co.","10/09/23","Citigroup Corp.","Maintained Hold","$95"
"10856","Halliburton Co.","09/15/23","HSBC","Maintained Sell","$109"
"10857","Halliburton Co.","08/31/23","Morgan Stanley","Upgraded to Hold","$113"
"10858","Halliburton Co.","08/29/23","Mizuho","Maintained Hold","$120"
"10859","Halliburton Co.","08/29/23","Wolfe Research","Upgraded to Hold",""
"10860","Halliburton Co.","07/26/23","Morgan Stanley","Maintained Sell","$102"
"10861","Halliburton Co.","07/26/23","Citigroup Corp.","Maintained Hold","$111"
"10862","Halliburton Co.","07/26/23","RBC Capital Markets","Maintained Sell","$100"
"10863","Halliburton Co.","07/14/23","Morgan Stanley","Maintained Sell","$100"
"10864","Halliburton Co.","07/11/23","D.A. Davidson & Co.","Maintained Buy","$159"
"10865","Halliburton Co.","07/11/23","Citigroup Corp.","Maintained Hold","$100"
"10866","Halliburton Co.","07/11/23","Bank of America Merrill Lynch","Maintained Hold","$110"
"10867","Halliburton Co.","07/10/23","Wells Fargo & Co","Maintained Hold","$100"
"10868","Halliburton Co.","07/10/23","Barclays Capital","Maintained Sell","$93"
"10869","Halliburton Co.","06/27/23","Morgan Stanley","Maintained Sell","$100"
"10870","Halliburton Co.","06/01/23","UBS","Maintained Hold","$95"
